time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-12 00:00:00+00:00,1215,922,10183,3659
2024-03-13 00:00:00+00:00,1161,915,12377,3933
2024-03-14 00:00:00+00:00,1921,1476,13558,4451
2024-03-15 00:00:00+00:00,1351,1030,12669,4282
2024-03-16 00:00:00+00:00,1067,839,7656,2260
2024-03-17 00:00:00+00:00,1063,865,8371,2375
2024-03-18 00:00:00+00:00,1921,1457,11863,3726
2024-03-19 00:00:00+00:00,1053,935,11040,3827
2024-03-20 00:00:00+00:00,1937,1136,11637,3744
2024-03-21 00:00:00+00:00,2070,1468,11332,3689
2024-03-22 00:00:00+00:00,1855,1019,9840,3299
2024-03-23 00:00:00+00:00,1235,926,6960,2236
2024-03-24 00:00:00+00:00,1186,932,7395,2207
2024-03-25 00:00:00+00:00,1917,1413,10600,3380
