time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-01 00:00:00+00:00,4895,390,2359,1366
2026-03-02 00:00:00+00:00,10126,620,3488,1852
2026-03-03 00:00:00+00:00,4775,539,3295,1884
2026-03-04 00:00:00+00:00,8202,540,3421,1765
2026-03-05 00:00:00+00:00,8740,776,3822,2029
2026-03-06 00:00:00+00:00,8874,714,3735,1932
2026-03-07 00:00:00+00:00,4835,520,2772,1597
2026-03-08 00:00:00+00:00,8566,499,2766,1718
2026-03-09 00:00:00+00:00,15024,1258,3967,1952
2026-03-10 00:00:00+00:00,7607,1543,3349,1852
2026-03-11 00:00:00+00:00,11030,1893,3734,1900
2026-03-12 00:00:00+00:00,10638,1707,3389,1883
2026-03-13 00:00:00+00:00,10175,1074,3679,2027
2026-03-14 00:00:00+00:00,6121,1131,2991,1606
