time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-20 00:00:00+00:00,1547,497,17416,4340
2023-10-21 00:00:00+00:00,664,364,11420,2855
2023-10-22 00:00:00+00:00,612,364,12704,2859
2023-10-23 00:00:00+00:00,1058,552,21568,5365
2023-10-24 00:00:00+00:00,768,566,21129,5338
2023-10-25 00:00:00+00:00,720,501,20423,5406
2023-10-26 00:00:00+00:00,2280,643,20554,4890
2023-10-27 00:00:00+00:00,1052,518,16226,4142
2023-10-28 00:00:00+00:00,581,398,9780,2703
2023-10-29 00:00:00+00:00,541,406,11266,2605
2023-10-30 00:00:00+00:00,799,522,16263,4348
2023-10-31 00:00:00+00:00,849,595,15675,4274
2023-11-01 00:00:00+00:00,892,581,17089,4382
2023-11-02 00:00:00+00:00,783,570,16266,4053
