referrer,views_total,views_unique
Google,4492,2590
github.com,3971,2100
agpt.co,2640,1565
chatgpt.com,960,422
Bing,531,251
github-cn.com,205,131
nocobase.com,152,71
l.instagram.com,149,71
medium.com,148,76
aixploria.com,138,88
