referrer,views_total,views_unique
Google,41993,17517
github.com,13960,3701
docs.agpt.co,7263,1265
Bing,3027,937
news.agpt.co,2558,899
youtube.com,2151,541
link.zhihu.com,1247,421
DuckDuckGo,1030,332
lilianweng.github.io,590,229
aiedge.medium.com,490,92
