time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-28 00:00:00+00:00,2149,435,3075,1509
2025-10-29 00:00:00+00:00,2469,414,3368,1943
2025-10-30 00:00:00+00:00,2241,427,2832,1549
2025-10-31 00:00:00+00:00,1086,316,2347,1256
2025-11-01 00:00:00+00:00,1521,253,1837,1060
2025-11-02 00:00:00+00:00,335,162,1810,856
2025-11-03 00:00:00+00:00,3001,481,3194,1663
2025-11-04 00:00:00+00:00,2878,415,3593,2035
2025-11-05 00:00:00+00:00,2171,379,2784,1427
2025-11-06 00:00:00+00:00,2638,488,2870,1445
2025-11-07 00:00:00+00:00,1367,409,6559,2855
2025-11-08 00:00:00+00:00,647,222,1704,960
2025-11-09 00:00:00+00:00,451,180,14301,11749
2025-11-10 00:00:00+00:00,2040,415,2892,1503
