time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-27 00:00:00+00:00,615,104,4860,2248
2024-11-28 00:00:00+00:00,174,115,4311,2146
2024-11-29 00:00:00+00:00,517,89,4939,1984
2024-11-30 00:00:00+00:00,112,71,2984,1341
2024-12-01 00:00:00+00:00,155,77,4147,2192
2024-12-02 00:00:00+00:00,595,110,5916,2916
2024-12-03 00:00:00+00:00,473,101,5422,2612
2024-12-04 00:00:00+00:00,412,87,4902,2353
2024-12-05 00:00:00+00:00,293,99,4965,2417
2024-12-06 00:00:00+00:00,586,110,4523,2038
2024-12-07 00:00:00+00:00,97,66,2943,1447
2024-12-08 00:00:00+00:00,130,69,2977,1409
2024-12-09 00:00:00+00:00,521,101,5291,2420
2024-12-10 00:00:00+00:00,255,88,4446,2204
