time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-16 00:00:00+00:00,425,263,3325,1709
2025-02-17 00:00:00+00:00,851,397,5428,2619
2025-02-18 00:00:00+00:00,930,376,5819,2811
2025-02-19 00:00:00+00:00,1356,383,5219,2569
2025-02-20 00:00:00+00:00,1233,415,5381,2507
2025-02-21 00:00:00+00:00,904,392,4705,2394
2025-02-22 00:00:00+00:00,607,299,3341,1663
2025-02-23 00:00:00+00:00,559,273,3800,1688
2025-02-24 00:00:00+00:00,1491,462,5365,2641
2025-02-25 00:00:00+00:00,1228,410,4853,2497
2025-02-26 00:00:00+00:00,851,380,4976,2463
2025-02-27 00:00:00+00:00,1034,363,4911,2500
2025-02-28 00:00:00+00:00,1042,342,4233,2328
2025-03-01 00:00:00+00:00,494,232,2776,1333
