referrer,views_total,views_unique
github.com,6442,3700
Google,2409,1840
agpt.co,1429,872
chatgpt.com,678,431
Bing,412,220
aixploria.com,219,132
futurepedia.io,94,70
DuckDuckGo,92,47
t.co,85,73
lilianweng.github.io,75,51
