referrer,views_total,views_unique
github.com,5186,2790
Google,4623,2968
agpt.co,4179,2373
chatgpt.com,985,539
Bing,373,222
aixploria.com,191,145
futurepedia.io,160,115
namu.wiki,152,129
medium.com,101,47
DuckDuckGo,97,63
