referrer,views_total,views_unique
Google,16933,9101
github.com,5066,2024
agpt.co,3635,1781
chatgpt.com,1400,752
docs.agpt.co,838,296
Bing,833,438
aixploria.com,542,430
futurepedia.io,382,279
youtube.com,379,181
search.brave.com,352,182
