time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-15 00:00:00+00:00,1361,232,1866,1126
2026-02-16 00:00:00+00:00,5326,460,1995,1161
2026-02-17 00:00:00+00:00,6244,456,3209,1516
2026-02-18 00:00:00+00:00,4010,341,3050,1444
2026-02-19 00:00:00+00:00,7882,568,3004,1679
2026-02-20 00:00:00+00:00,5028,507,2740,1677
2026-02-21 00:00:00+00:00,2491,319,2707,1619
2026-02-22 00:00:00+00:00,2386,240,3340,1243
2026-02-23 00:00:00+00:00,4359,459,2954,1794
2026-02-24 00:00:00+00:00,2095,445,3344,1912
2026-02-25 00:00:00+00:00,5427,471,3418,1926
2026-02-26 00:00:00+00:00,8409,649,3656,1983
2026-02-27 00:00:00+00:00,11571,515,3519,1931
2026-02-28 00:00:00+00:00,2244,368,2339,1366
