time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,2878,415,3593,2035
2025-11-05 00:00:00+00:00,2171,379,2784,1427
2025-11-06 00:00:00+00:00,2638,488,2870,1445
2025-11-07 00:00:00+00:00,1367,409,6559,2855
2025-11-08 00:00:00+00:00,647,222,1704,960
2025-11-09 00:00:00+00:00,451,180,14301,11749
2025-11-10 00:00:00+00:00,2077,432,3052,1573
2025-11-11 00:00:00+00:00,814,294,2533,1354
2025-11-12 00:00:00+00:00,1301,324,2794,1451
2025-11-13 00:00:00+00:00,1635,496,2773,1370
2025-11-14 00:00:00+00:00,1704,367,2553,1356
2025-11-15 00:00:00+00:00,605,202,1450,864
2025-11-16 00:00:00+00:00,1020,207,1459,820
2025-11-17 00:00:00+00:00,2181,473,2252,1280
