referrer,views_total,views_unique
Google,8852,5418
agpt.co,4557,2559
github.com,3899,1634
chatgpt.com,2497,1517
Bing,564,279
docs.agpt.co,463,178
futurepedia.io,230,153
search.brave.com,187,101
link.zhihu.com,157,98
youtube.com,136,62
