time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-29 00:00:00+00:00,769,566,12743,3683
2023-11-30 00:00:00+00:00,1219,705,12146,3906
2023-12-01 00:00:00+00:00,1051,609,11241,3444
2023-12-02 00:00:00+00:00,1107,558,8426,2401
2023-12-03 00:00:00+00:00,1035,603,8687,2641
2023-12-04 00:00:00+00:00,1042,695,13126,3788
2023-12-05 00:00:00+00:00,1457,748,14757,3961
2023-12-06 00:00:00+00:00,1111,679,13144,4053
2023-12-07 00:00:00+00:00,1216,767,13629,3683
2023-12-08 00:00:00+00:00,1250,681,10553,3360
2023-12-09 00:00:00+00:00,816,560,7962,2239
2023-12-10 00:00:00+00:00,920,565,7808,2245
2023-12-11 00:00:00+00:00,1146,751,11922,3701
2023-12-12 00:00:00+00:00,944,621,10905,3671
