referrer,views_total,views_unique
Google,9819,5885
github.com,4393,1827
agpt.co,4345,2319
chatgpt.com,2314,1423
docs.agpt.co,928,367
Bing,615,339
youtube.com,269,99
DuckDuckGo,227,130
futurepedia.io,196,147
search.brave.com,177,89
