referrer,views_total,views_unique
Google,22968,12356
github.com,7137,1697
docs.agpt.co,2947,514
Bing,1377,505
news.agpt.co,1184,504
chatgpt.com,687,155
youtube.com,605,182
cn.bing.com,456,157
aixploria.com,436,268
futurepedia.io,410,281
