referrer,views_total,views_unique
Google,7491,4713
agpt.co,4595,2608
github.com,4178,1822
chatgpt.com,2979,1872
docs.agpt.co,693,234
Bing,435,258
futurepedia.io,216,133
youtube.com,181,75
aixploria.com,171,115
DuckDuckGo,147,77
