referrer,views_total,views_unique
Google,17161,9660
github.com,5415,2363
agpt.co,3376,1781
chatgpt.com,1968,1022
docs.agpt.co,1077,346
Bing,1011,473
aixploria.com,519,380
youtube.com,455,159
futurepedia.io,366,267
search.brave.com,333,160
