referrer,views_total,views_unique
Google,12021,7456
github.com,4761,1887
agpt.co,4324,2497
chatgpt.com,2782,1638
docs.agpt.co,955,364
Bing,687,340
link.zhihu.com,260,143
futurepedia.io,253,158
youtube.com,230,115
DuckDuckGo,169,105
