time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-19 00:00:00+00:00,1007,408,3869,2051
2025-05-20 00:00:00+00:00,918,339,4250,2213
2025-05-21 00:00:00+00:00,479,299,3736,1992
2025-05-22 00:00:00+00:00,1469,462,3923,2236
2025-05-23 00:00:00+00:00,487,279,3798,2035
2025-05-24 00:00:00+00:00,816,219,2888,1599
2025-05-25 00:00:00+00:00,439,221,2347,1243
2025-05-26 00:00:00+00:00,1116,350,3806,2040
2025-05-27 00:00:00+00:00,921,259,3967,2115
2025-05-28 00:00:00+00:00,1033,323,4080,2231
2025-05-29 00:00:00+00:00,632,343,3636,1990
2025-05-30 00:00:00+00:00,800,296,5664,1899
2025-05-31 00:00:00+00:00,515,194,2373,1271
2025-06-01 00:00:00+00:00,224,150,2425,1343
