time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-23 00:00:00+00:00,1295,1037,8194,2776
2024-05-24 00:00:00+00:00,1009,632,7376,2576
2024-05-25 00:00:00+00:00,873,496,4630,1579
2024-05-26 00:00:00+00:00,753,495,4795,1547
2024-05-27 00:00:00+00:00,2036,977,8629,2597
2024-05-28 00:00:00+00:00,933,545,8143,2843
2024-05-29 00:00:00+00:00,734,557,9313,3085
2024-05-30 00:00:00+00:00,1102,890,8413,2707
2024-05-31 00:00:00+00:00,852,496,7377,2601
2024-06-01 00:00:00+00:00,539,462,4544,1579
2024-06-02 00:00:00+00:00,606,420,4561,1588
2024-06-03 00:00:00+00:00,1350,884,8201,2984
2024-06-04 00:00:00+00:00,734,515,8959,2992
2024-06-05 00:00:00+00:00,865,473,8493,2811
