referrer,views_total,views_unique
Google,12649,7885
github.com,4382,1909
agpt.co,4107,2285
chatgpt.com,2616,1517
docs.agpt.co,750,248
Bing,690,371
link.zhihu.com,342,165
youtube.com,307,121
DuckDuckGo,249,117
search.brave.com,225,113
