referrer,views_total,views_unique
Google,20988,10844
github.com,6006,1652
docs.agpt.co,3304,589
Bing,1131,458
news.agpt.co,1050,524
youtube.com,502,176
cn.bing.com,456,151
link.zhihu.com,368,173
search.brave.com,359,155
DuckDuckGo,343,154
