referrer,views_total,views_unique
Google,36475,16512
github.com,12259,3023
docs.agpt.co,5838,1081
youtube.com,2435,503
Bing,2361,670
news.agpt.co,2005,893
link.zhihu.com,949,349
DuckDuckGo,839,301
lilianweng.github.io,519,202
notebooks.githubusercontent.com,468,26
