referrer,views_total,views_unique
Google,4570,2620
github.com,4081,2116
agpt.co,2631,1565
chatgpt.com,977,438
Bing,512,251
github-cn.com,185,121
nocobase.com,161,71
l.instagram.com,154,76
medium.com,134,73
aixploria.com,130,85
