referrer,views_total,views_unique
Google,16709,8907
github.com,5063,2019
agpt.co,3551,1725
chatgpt.com,1345,727
docs.agpt.co,879,294
Bing,839,428
aixploria.com,516,398
youtube.com,394,179
futurepedia.io,374,274
search.brave.com,364,176
