referrer,views_total,views_unique
Google,9719,6082
github.com,4974,1927
agpt.co,4837,2722
chatgpt.com,2740,1618
docs.agpt.co,958,357
Bing,718,392
youtube.com,352,111
DuckDuckGo,252,145
futurepedia.io,220,148
link.zhihu.com,197,102
