time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-15 00:00:00+00:00,2593,445,2675,1515
2025-08-16 00:00:00+00:00,652,247,2143,1027
2025-08-17 00:00:00+00:00,518,187,1821,1093
2025-08-18 00:00:00+00:00,2670,495,3295,1734
2025-08-19 00:00:00+00:00,3073,458,2696,1358
2025-08-20 00:00:00+00:00,1902,425,1342,645
2025-08-21 00:00:00+00:00,2838,421,2980,1632
2025-08-22 00:00:00+00:00,2158,331,2594,1441
2025-08-23 00:00:00+00:00,1919,240,1941,1143
2025-08-24 00:00:00+00:00,1568,237,2296,1214
2025-08-25 00:00:00+00:00,3545,461,2979,1517
2025-08-26 00:00:00+00:00,1965,364,3436,1549
2025-08-27 00:00:00+00:00,2168,357,2865,1528
2025-08-28 00:00:00+00:00,2106,349,2636,1401
