referrer,views_total,views_unique
Google,19139,10627
github.com,8701,4433
agpt.co,4334,2467
chatgpt.com,2222,1158
Bing,1268,618
docs.agpt.co,926,358
link.zhihu.com,453,233
cn.bing.com,436,247
youtube.com,372,157
search.brave.com,311,162
