time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-14 00:00:00+00:00,116,77,2883,1276
2024-12-15 00:00:00+00:00,126,83,2653,1237
2024-12-16 00:00:00+00:00,362,104,4652,2219
2024-12-17 00:00:00+00:00,655,90,5309,2279
2024-12-18 00:00:00+00:00,505,86,4728,2270
2024-12-19 00:00:00+00:00,750,114,4495,2155
2024-12-20 00:00:00+00:00,708,71,4290,1935
2024-12-21 00:00:00+00:00,110,59,2993,1282
2024-12-22 00:00:00+00:00,105,91,2788,1289
2024-12-23 00:00:00+00:00,213,103,4601,2118
2024-12-24 00:00:00+00:00,104,71,4742,2231
2024-12-25 00:00:00+00:00,103,79,3815,1882
2024-12-26 00:00:00+00:00,173,110,4821,2222
2024-12-27 00:00:00+00:00,149,102,5210,2467
