referrer,views_total,views_unique
Google,10170,6329
agpt.co,4720,2779
github.com,4688,2363
chatgpt.com,2792,1672
docs.agpt.co,902,365
Bing,768,428
DuckDuckGo,235,124
futurepedia.io,221,156
link.zhihu.com,196,100
youtube.com,191,74
