referrer,views_total,views_unique
Google,7583,4654
agpt.co,4521,2528
github.com,4265,1746
chatgpt.com,2829,1758
docs.agpt.co,712,227
Bing,424,253
futurepedia.io,212,135
aixploria.com,179,125
search.brave.com,170,75
youtube.com,143,62
