referrer,views_total,views_unique
Google,10129,6319
agpt.co,4933,2807
github.com,4653,1902
chatgpt.com,2923,1762
docs.agpt.co,808,324
Bing,740,438
youtube.com,266,96
futurepedia.io,229,157
DuckDuckGo,211,125
link.zhihu.com,206,112
