referrer,views_total,views_unique
Google,16280,9343
github.com,6366,2178
agpt.co,2834,1267
Bing,1146,496
docs.agpt.co,988,301
chatgpt.com,902,365
youtube.com,665,213
futurepedia.io,414,262
DuckDuckGo,361,158
aixploria.com,345,229
