referrer,views_total,views_unique
Google,21868,11464
github.com,6470,1586
docs.agpt.co,3472,558
Bing,1532,483
news.agpt.co,1146,487
youtube.com,694,174
DuckDuckGo,530,149
aixploria.com,481,211
cn.bing.com,405,142
futurepedia.io,343,238
