time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-24 00:00:00+00:00,601,105,4982,2443
2025-01-25 00:00:00+00:00,147,67,3456,1568
2025-01-26 00:00:00+00:00,579,88,3567,1734
2025-01-27 00:00:00+00:00,419,119,4628,2242
2025-01-28 00:00:00+00:00,697,104,4588,2356
2025-01-29 00:00:00+00:00,628,110,4227,2155
2025-01-30 00:00:00+00:00,1414,411,4885,2279
2025-01-31 00:00:00+00:00,717,320,4292,2121
2025-02-01 00:00:00+00:00,482,263,3530,1625
2025-02-02 00:00:00+00:00,350,227,3408,1541
2025-02-03 00:00:00+00:00,1527,476,4946,2264
2025-02-04 00:00:00+00:00,1550,374,4953,2497
2025-02-05 00:00:00+00:00,1855,376,5526,2566
2025-02-06 00:00:00+00:00,1088,393,6224,2566
