referrer,views_total,views_unique
Google,46513,17271
github.com,14963,3982
docs.agpt.co,7049,1216
Bing,3509,924
news.agpt.co,2753,1084
youtube.com,2433,640
link.zhihu.com,1078,395
DuckDuckGo,963,351
medium.com,686,120
search.brave.com,673,197
