referrer,views_total,views_unique
Google,15254,9038
github.com,5999,1961
dofinedi.com,3236,2359
agpt.co,2536,1178
Bing,1072,483
chatgpt.com,793,376
docs.agpt.co,786,279
youtube.com,622,169
cn.bing.com,332,153
futurepedia.io,328,223
