time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-18 00:00:00+00:00,204,104,3557,1354
2025-01-19 00:00:00+00:00,144,82,4039,1348
2025-01-20 00:00:00+00:00,176,111,4727,2267
2025-01-21 00:00:00+00:00,231,92,4919,2340
2025-01-22 00:00:00+00:00,345,114,5146,2430
2025-01-23 00:00:00+00:00,210,105,4754,2216
2025-01-24 00:00:00+00:00,601,105,4982,2443
2025-01-25 00:00:00+00:00,147,67,3456,1568
2025-01-26 00:00:00+00:00,579,88,3567,1734
2025-01-27 00:00:00+00:00,419,119,4628,2242
2025-01-28 00:00:00+00:00,697,104,4588,2356
2025-01-29 00:00:00+00:00,628,110,4227,2155
2025-01-30 00:00:00+00:00,1414,411,4885,2279
2025-01-31 00:00:00+00:00,683,305,4001,1984
