referrer,views_total,views_unique
Google,10406,6277
github.com,4864,2057
agpt.co,4576,2608
chatgpt.com,2532,1538
docs.agpt.co,1110,398
Bing,667,369
youtube.com,302,103
DuckDuckGo,267,147
futurepedia.io,225,157
link.zhihu.com,190,95
