referrer,views_total,views_unique
Google,21802,11498
github.com,6587,1612
docs.agpt.co,3365,541
Bing,1581,476
news.agpt.co,1150,486
youtube.com,693,169
DuckDuckGo,510,145
aixploria.com,505,222
cn.bing.com,398,144
futurepedia.io,375,246
