referrer,views_total,views_unique
Google,18135,9470
github.com,5671,2388
agpt.co,3495,1825
chatgpt.com,1383,679
docs.agpt.co,1133,337
Bing,1028,463
aixploria.com,524,356
futurepedia.io,414,302
youtube.com,387,156
search.brave.com,386,177
