referrer,views_total,views_unique
Google,19560,10868
github.com,9073,4504
agpt.co,4863,2633
chatgpt.com,2506,1403
Bing,1303,644
docs.agpt.co,970,337
cn.bing.com,507,266
link.zhihu.com,477,258
youtube.com,477,180
search.brave.com,423,169
