time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-17 00:00:00+00:00,1185,358,17007,3549
2023-09-18 00:00:00+00:00,1435,477,22457,5186
2023-09-19 00:00:00+00:00,1099,456,20116,5239
2023-09-20 00:00:00+00:00,1487,463,20147,4816
2023-09-21 00:00:00+00:00,1502,422,18836,4683
2023-09-22 00:00:00+00:00,1618,435,17779,4274
2023-09-23 00:00:00+00:00,715,364,12562,3014
2023-09-24 00:00:00+00:00,621,365,13453,2929
2023-09-25 00:00:00+00:00,893,405,19804,4991
2023-09-26 00:00:00+00:00,1364,533,21637,5230
2023-09-27 00:00:00+00:00,1240,476,20575,4733
2023-09-28 00:00:00+00:00,1463,513,19571,4597
2023-09-29 00:00:00+00:00,1604,421,17447,4119
2023-09-30 00:00:00+00:00,605,311,14822,2756
