referrer,views_total,views_unique
github.com,6369,3712
Google,2458,2003
agpt.co,1051,603
chatgpt.com,515,335
Bing,383,223
aixploria.com,237,135
lilianweng.github.io,101,44
doubao.com,86,45
Baidu,82,41
DuckDuckGo,80,47
