url_path,views_total,views_unique
/Significant-Gravitas/AutoGPT,23580,15408
/Significant-Gravitas/AutoGPT/blob/master/FORGE-QUICKSTART.md,4276,1333
/Significant-Gravitas/AutoGPT/tree/master/autogpt,2982,850
/Significant-Gravitas/AutoGPT/tree/master/rnd,2924,1012
/Significant-Gravitas/AutoGPT/tree/master/rnd/autogpt_builder,2502,916
/Significant-Gravitas/AutoGPT/blob/master/forge/tutorials/001_getting_started.md,1778,520
/Significant-Gravitas/AutoGPT/tree/master,1258,848
/Significant-Gravitas/AutoGPT/tree/master/autogpt/autogpt,1189,311
/Significant-Gravitas/AutoGPT/issues,1077,595
/Significant-Gravitas/AutoGPT/tree/master/frontend,1020,369
