referrer,views_total,views_unique
Google,16681,8980
github.com,4916,2022
agpt.co,3562,1716
chatgpt.com,1373,724
docs.agpt.co,865,292
Bing,845,435
aixploria.com,514,400
futurepedia.io,384,275
youtube.com,369,178
search.brave.com,353,176
