referrer,views_total,views_unique
Google,21402,11492
github.com,5716,1630
docs.agpt.co,3401,618
Bing,1239,467
news.agpt.co,998,503
youtube.com,527,168
cn.bing.com,480,153
DuckDuckGo,415,153
search.brave.com,379,154
link.zhihu.com,372,158
