referrer,views_total,views_unique
Google,8632,5510
agpt.co,4436,2457
github.com,3443,1536
chatgpt.com,2308,1341
Bing,746,346
docs.agpt.co,482,194
futurepedia.io,249,160
search.brave.com,196,98
DuckDuckGo,155,100
aixploria.com,153,97
