referrer,views_total,views_unique
Google,6794,4031
agpt.co,4695,2659
github.com,4472,1953
chatgpt.com,3266,2112
Bing,485,246
docs.agpt.co,398,173
futurepedia.io,193,135
search.brave.com,174,46
DuckDuckGo,172,78
youtube.com,171,70
