referrer,views_total,views_unique
github.com,5959,2855
Google,5431,3477
agpt.co,3971,2377
chatgpt.com,1100,561
Bing,574,299
goodailist.com,172,114
search.brave.com,161,80
aixploria.com,152,120
futurepedia.io,148,104
github-cn.com,129,92
