referrer,views_total,views_unique
Google,16241,9342
github.com,4750,1709
agpt.co,2476,1203
dofinedi.com,1508,1082
Bing,1221,561
docs.agpt.co,894,268
chatgpt.com,779,380
youtube.com,384,143
futurepedia.io,337,229
aixploria.com,331,228
