time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-20 00:00:00+00:00,1697,411,2864,1695
2025-10-21 00:00:00+00:00,1894,443,3029,1564
2025-10-22 00:00:00+00:00,1493,385,2916,1511
2025-10-23 00:00:00+00:00,1513,380,2751,1462
2025-10-24 00:00:00+00:00,1667,408,2536,1409
2025-10-25 00:00:00+00:00,582,224,1669,907
2025-10-26 00:00:00+00:00,735,245,2264,1232
2025-10-27 00:00:00+00:00,2207,412,7432,1551
2025-10-28 00:00:00+00:00,2149,435,3075,1509
2025-10-29 00:00:00+00:00,2469,414,3368,1943
2025-10-30 00:00:00+00:00,2241,427,2832,1549
2025-10-31 00:00:00+00:00,1086,316,2347,1256
2025-11-01 00:00:00+00:00,1521,253,1837,1060
2025-11-02 00:00:00+00:00,309,151,1711,808
