referrer,views_total,views_unique
Google,9555,6060
agpt.co,4707,2749
github.com,4084,2011
chatgpt.com,2272,1425
Bing,838,365
docs.agpt.co,495,220
futurepedia.io,229,150
DuckDuckGo,182,109
aixploria.com,167,105
youtube.com,166,66
