referrer,views_total,views_unique
github.com,4872,2503
Google,4649,2977
agpt.co,3979,2276
chatgpt.com,881,494
Bing,364,203
namu.wiki,221,190
futurepedia.io,177,114
aixploria.com,174,132
search.brave.com,96,55
DuckDuckGo,92,58
