time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-21 00:00:00+00:00,2070,1468,11332,3689
2024-03-22 00:00:00+00:00,1855,1019,9840,3299
2024-03-23 00:00:00+00:00,1235,926,6960,2236
2024-03-24 00:00:00+00:00,1186,932,7395,2207
2024-03-25 00:00:00+00:00,1964,1439,11042,3521
2024-03-26 00:00:00+00:00,1140,948,11315,3671
2024-03-27 00:00:00+00:00,1119,899,11158,3594
2024-03-28 00:00:00+00:00,1753,1437,10739,3254
2024-03-29 00:00:00+00:00,1063,864,8706,2799
2024-03-30 00:00:00+00:00,992,841,6482,1953
2024-03-31 00:00:00+00:00,1034,842,6372,1925
2024-04-01 00:00:00+00:00,1749,1366,10314,3254
2024-04-02 00:00:00+00:00,1166,946,10861,3629
2024-04-03 00:00:00+00:00,1279,933,10464,3407
