referrer,views_total,views_unique
Google,9716,6060
agpt.co,4831,2745
github.com,4594,1857
chatgpt.com,2754,1690
docs.agpt.co,818,317
Bing,736,425
youtube.com,288,102
DuckDuckGo,224,133
futurepedia.io,211,142
link.zhihu.com,200,110
